employee_id,station_id
2070,454
2071,455
2072,456
2073,457
2074,458
2075,459
2076,460
2077,461
2078,462
2079,463
2080,464
2081,465
2082,466
2083,467
2084,468
2085,469
2086,470
2087,471
2089,472
2090,473
2091,474
2092,475
2093,476
2094,477
2095,478
2096,479
2097,480
2098,481
2099,482
2100,483
2101,484
2102,485
2103,486
2104,487
2105,488
2106,489
2107,490
2108,491
2109,492
2110,493
2111,494
2112,495
2113,496
2114,497
2115,498
2116,499
2118,518
2119,519
2121,520
2123,521
2124,522
2125,523
2126,524
2127,525
2128,526
2130,527
2131,528
2132,529
2133,530
2134,531
2135,532
2136,533
2137,534
2138,535
2139,536
2140,537
2141,541
2142,542
2144,543
2145,544
2146,545
2147,546
2148,547
2149,548
2150,549
2151,550
2152,551
2153,552
2154,553
2155,554
2156,556
2157,557
2158,1
2159,2
2160,3
2161,4
2162,5
2163,6
2164,7
2165,8
2166,9
2168,10
2169,11
2170,12
2171,13
2172,14
2173,15
2174,16
2175,17
2176,18
2177,19
2178,20
2179,21
2180,22
2181,23
2182,24
2183,25
2184,26
2185,27
2186,28
2187,29
2188,30
2189,31
2190,32
2191,33
2192,34
2193,35
2194,36
2195,37
2196,38
2197,39
2198,40
2199,41
2200,42
2201,43
2202,44
2203,45
2204,46
2205,47
2206,48
2207,49
2208,50
2209,51
2210,52
2211,53
2212,54
2213,55
2214,56
2215,57
2216,58
2217,59
2218,60
2219,61
2220,62
2221,63
2222,64
2223,65
2224,66
2225,67
2226,68
2227,69
2228,70
2229,71
2230,72
2231,73
2232,74
2233,75
2234,76
2235,77
2236,78
2237,79
2238,80
2239,81
2240,82
2241,83
2242,84
2243,85
2244,86
2245,87
2247,88
2248,89
2250,90
2251,91
2252,92
2253,93
2254,94
2255,95
2256,96
2257,97
2258,98
2259,99
2260,100
2261,101
2262,102
2263,104
2264,105
2265,106
2266,107
2267,108
2268,109
2269,110
2270,111
2271,112
2272,113
2273,114
2274,115
2275,116
2276,117
2277,118
2278,119
2279,120
2280,121
2281,122
2282,123
2283,124
2284,125
2285,126
2286,127
2287,128
2288,129
2289,130
2290,131
2291,132
2292,133
2293,134
2294,135
2295,136
2296,137
2297,138
2298,139
2299,140
2300,141
2301,142
2302,143
2303,144
2304,145
2305,146
2306,147
2307,148
2308,149
2309,150
2310,151
2311,152
2312,153
2313,154
2314,155
2315,156
2316,157
2317,158
2318,161
2319,180
2320,181
2321,182
2322,183
2323,184
2325,185
2326,186
2327,187
2328,188
2329,189
2330,190
2331,191
2332,192
2333,193
2334,194
2335,195
2336,196
2337,197
2338,198
2339,199
2340,200
2341,201
2342,202
2343,203
2344,204
2345,205
2346,206
2347,207
2348,208
2349,209
2350,210
2351,211
2352,212
2353,213
2354,214
2355,231
2356,232
2357,233
2358,234
2359,235
2360,236
2361,237
2362,238
2363,239
2364,240
2365,241
2366,243
2367,244
2368,245
2369,246
2370,247
2371,248
2372,249
2373,250
2374,251
2375,252
2376,253
2377,254
2378,255
2379,256
2380,257
2381,258
2382,259
2383,260
2384,261
2385,262
2386,263
2387,264
2388,265
2389,266
2390,267
2391,268
2392,269
2393,270
2394,271
2395,272
2396,273
2397,274
2398,275
2399,276
2400,277
2401,278
2403,279
2404,280
2405,281
2406,282
2407,283
2408,284
2409,285
2410,286
2411,287
2412,288
2413,289
2414,290
2415,291
2416,292
2417,293
2418,294
2419,295
2420,296
2421,297
2422,298
2423,299
2424,302
2425,303
2426,304
2427,305
2428,306
2429,307
2430,308
2431,309
2432,310
2433,311
2434,312
2435,313
2436,314
2437,315
2438,316
2439,317
2440,318
2441,319
2442,320
2443,321
2444,322
2445,323
2446,324
2447,325
2448,326
2449,327
2450,328
2451,329
2452,330
2453,331
2454,332
2455,333
2456,334
2457,335
2458,336
2459,337
2460,338
2461,339
2462,340
2463,341
2464,342
2465,343
2466,344
2467,345
2468,346
2469,347
2470,348
2471,349
2472,350
2473,351
2474,352
2475,353
2476,354
2477,355
2478,356
2479,357
2480,358
2481,359
2482,360
2483,361
2484,362
2485,363
2486,364
2487,365
2488,366
2489,367
2491,368
2492,369
2493,370
2494,371
2495,372
2496,373
2497,374
2498,375
2499,376
2500,377
2501,378
2502,379
2503,380
2504,381
2505,382
2506,383
2507,384
2508,385
2509,386
2510,387
2511,388
2512,389
2513,390
2514,391
2515,392
2516,393
2517,394
2518,395
2519,396
2520,397
2522,398
2523,400
2524,401
2525,402
2526,403
2527,404
2528,405
2529,406
2530,407
2531,408
2532,409
2533,410
2534,411
2535,412
2536,413
2537,414
2538,415
2539,416
2540,417
2541,418
2542,419
2543,420
2544,421
2545,422
2546,423
2547,424
2548,425
2549,426
2550,427
2551,428
2552,439
2553,442
2554,443
2555,444
2556,445
2557,446
2558,447
2559,448
2560,449
2561,450
2562,451
2563,452
2564,453
2565,454
2566,455
2567,456
2568,457
2569,458
2570,459
2571,460
2572,461
2573,462
2574,463
2575,464
2576,465
2577,466
2578,467
2579,468
2580,469
2581,470
2582,471
2583,472
2585,473
2586,474
2587,475
2588,476
2589,477
2590,478
2591,479
2592,480
2593,481
2594,482
2595,483
2596,484
2597,485
2598,486
2599,487
2600,488
2601,489
2602,490
2603,491
2604,492
2605,493
2606,494
2607,495
2609,496
2610,497
2611,498
2612,499
2613,518
2614,519
2615,520
2616,521
2618,522
2619,523
2621,524
2622,525
2623,526
2624,527
2625,528
2626,529
2627,530
2628,531
2629,532
2630,533
2631,534
2632,535
2633,536
2634,537
2635,541
2637,542
2638,543
2639,544
2640,545
2641,546
2642,547
2643,548
2644,549
2645,550
2646,551
2647,552
2648,553
2649,554
2650,556
2651,557
2652,558
2670,1
2671,2
2672,3
2673,4
2674,5
2675,6
2676,7
2677,8
2678,9
2679,10
2680,11
2681,12
2682,13
2683,14
2684,15
2685,16
2686,17
2687,18
2688,19
2689,20
2690,21
2691,22
2692,23
2693,24
2694,25
2695,26
2696,27
2698,28
2699,29
2700,30
2701,31
2702,32
2703,33
2704,34
2705,35
2706,36
2707,37
2708,38
2709,39
2710,40
2711,41
2712,42
2713,43
2714,44
2715,45
2716,46
2717,47
2718,48
2719,49
2720,50
2721,51
2722,52
2723,53
2724,54
2725,55
2726,56
2727,57
2728,58
2729,59
2730,60
2731,61
2733,62
2734,63
2735,64
2736,65
2737,66
2738,67
2739,68
2740,69
2741,70
2742,71
2743,72
2744,73
2745,74
2746,75
2747,76
2748,77
2749,78
2750,79
2751,80
2752,81
2753,82
2754,83
2755,84
2756,85
2757,86
2758,87
2759,88
2760,89
2761,90
2762,91
2763,92
2764,93
2765,94
2766,95
2767,96
2768,97
2769,98
2770,99
2771,100
2772,101
2773,102
2774,104
2775,105
2776,106
2777,107
2778,108
2779,109
2780,110
2781,111
2782,112
2783,113
2784,114
2785,115
2786,116
2787,117
2788,118
2789,119
2790,120
2791,121
2792,122
2793,123
2795,124
2796,125
2797,126
2798,127
2799,128
2800,129
2801,130
2802,131
2803,132
2804,133
2805,134
2806,135
2807,136
2808,137
2809,138
2810,139
2811,140
2812,141
2813,142
2814,143
2815,144
2816,145
2817,146
2818,147
2819,148
2820,149
2821,150
2822,151
2823,152
2825,153
2826,154
2827,155
2828,156
2829,157
2830,158
2831,161
2832,180
2833,181
2834,182
2835,183
2837,184
2838,185
2839,186
2840,187
2841,188
2842,189
2843,190
2844,191
2845,192
2846,193
2847,194
2848,195
2849,196
2850,197
2851,198
2852,199
2853,200
2854,201
2855,202
2856,203
2857,204
2858,205
2859,206
2860,207
2861,208
2862,209
2863,210
2864,211
2865,212
2866,213
2867,214
2868,231
2869,232
2870,233
2871,234
2872,235
2873,236
2874,237
2875,238
2876,239
2877,240
2878,241
2879,243
2880,244
2881,245
2882,246
2883,247
2884,248
2885,249
2886,250
2887,251
2888,252
2889,253
2890,254
2891,255
2892,256
2893,257
2894,258
2895,259
2896,260
2897,261
2898,262
2899,263
2900,264
2901,265
2902,266
2903,267
2904,268
2905,269
2906,270
2907,271
2908,272
2909,273
2910,274
2911,275
2912,276
2913,277
2914,278
2915,279
2916,280
2917,281
2918,282
2919,283
2920,284
2921,285
2922,286
2923,287
2924,288
2925,289
2926,290
2927,291
2928,292
2929,293
2930,294
2931,295
2932,296
2933,297
2934,298
2935,299
2936,302
2937,303
2938,304
2939,305
2940,306
2941,307
2942,308
2943,309
2944,310
2945,311
2946,312
2947,313
2948,314
2949,315
2950,316
2951,317
2952,318
2953,319
2954,320
2955,321
2956,322
2957,323
2958,324
2959,325
2960,326
2961,327
2962,328
2963,329
2964,330
2965,331
2966,332
2967,333
2968,334
2969,335
2970,336
2971,337
2972,338
2973,339
2974,340
2975,341
2976,342
2977,343
2978,344
2979,345
2981,346
2982,347
2983,348
2985,349
2986,350
2987,351
2988,352
2989,353
2990,354
2992,355
2993,356
2994,357
2995,358
2996,359
2997,360
2998,361
2999,362
3000,363
3001,364
3002,365
3003,366
3004,367
3005,368
3006,369
3007,370
3008,371
3009,372
3010,373
3011,374
3012,375
3013,376
3014,377
3015,378
3016,379
3017,380
3018,381
3019,382
3020,383
3021,384
3022,385
3023,386
3024,387
3025,388
3026,389
3027,390
3028,391
3029,392
3030,393
3031,394
3032,395
3033,396
3034,397
3035,398
3036,400
3037,401
3038,402
3039,403
3040,404
3041,405
3042,406
3043,407
3044,408
3045,409
3046,410
3047,411
3048,412
3049,413
3050,414
3051,415
3052,416
3053,417
3054,418
3055,419
3056,420
3057,421
3058,422
3059,423
3060,424
3061,425
3062,426
3063,427
3064,428
3065,439
3066,442
3067,443
3068,444
3069,445
3070,446
3071,447
3072,448
3073,449
3074,450
3075,451
3076,452
3077,453
3078,454
3080,455
3081,456
3082,457
3083,458
3084,459
3085,460
3086,461
3087,462
3088,463
3089,464
3090,465
3091,466
3092,467
3093,468
3094,469
3095,470
3096,471
3097,472
3098,473
3099,474
3100,475
3101,476
3102,477
3103,478
3104,479
3105,480
3106,481
3107,482
3109,483
3110,484
3111,485
3112,486
3113,487
3114,488
3115,489
3116,490
3117,491
3118,492
3119,493
3120,494
3121,495
3122,496
3123,497
3124,498
3125,499
3126,518
3127,519
3128,520
3129,521
3130,522
3131,523
3132,524
3133,525
3134,526
3135,527
3136,528
3137,529
3138,530
3139,531
3140,532
3141,533
3142,534
3143,535
3144,536
3145,537
3146,541
3147,542
3148,543
3149,544
3150,545
3151,546
3152,547
3153,548
3154,549
3155,550
3156,551
3157,552
3158,553
3159,554
3160,556
3162,557
3163,558
3181,1
3182,2
3183,3
3184,4
3185,5
3186,6
3187,7
3188,8
3189,9
3190,10
3191,11
3192,12
3193,13
3194,14
3195,15
3196,16
3197,17
3198,18
3199,19
3200,20
3201,21
3202,22
3203,23
3204,24
3205,25
3206,26
3207,27
3208,28
3209,29
3210,30
3211,31
3212,32
3213,33
3214,34
3215,35
3216,36
3217,37
3218,38
3219,39
3220,40
3221,41
3222,42
3223,43
3224,44
3225,45
3226,46
3227,47
3228,48
3229,49
3230,50
3231,51
3232,52
3233,53
3234,54
3235,55
3236,56
3237,57
3238,58
3239,59
3240,60
3241,61
3242,62
3243,63
3244,64
3246,65
3247,66
3248,67
3249,68
3250,69
3251,70
3252,71
3253,72
3254,73
3255,74
3256,75
3257,76
3258,77
3259,78
3260,79
3261,80
3262,81
3263,82
3264,83
3265,84
3266,85
3267,86
3268,87
3269,88
3271,89
3272,90
3273,91
3274,92
3275,93
3276,94
3277,95
3278,96
3279,97
3280,98
3281,99
3282,100
3283,101
3284,102
3285,104
3287,105
3288,106
3289,107
3290,108
3291,109
3292,110
3293,111
3294,112
3295,113
3296,114
3297,115
3298,116
3299,117
3300,118
3301,119
3302,120
3303,121
3304,122
3305,123
3306,124
3307,125
3308,126
3309,127
3310,128
3311,129
3312,130
3313,131
3314,132
3315,133
3316,134
3318,135
3319,136
3320,137
3322,138
3323,139
3324,140
3325,141
3326,142
3327,143
3328,144
3329,145
3330,146
3331,147
3332,148
3333,149
3334,150
3335,151
3336,152
3337,153
3338,154
3339,155
3340,156
3341,157
3342,158
3343,161
3344,180
3345,181
3346,182
3347,183
3348,184
3349,185
3350,186
3351,187
3352,188
3353,189
3354,190
3355,191
3356,192
3357,193
3358,194
3359,195
3360,196
3361,197
3362,198
3363,199
3364,200
3365,201
3366,202
3367,203
3368,204
3369,205
3370,206
3371,207
3372,208
3373,209
3374,210
3375,211
3376,212
3377,213
3378,214
3379,231
3380,232
3381,233
3382,234
3383,235
3384,236
3385,237
3407,1
3408,2
3409,3
3410,4
3411,5
3412,6
3413,7
3414,8
3415,9
3416,10
3417,11
3418,12
3419,13
3420,14
3421,15
3422,16
3423,17
3424,18
3425,19
3426,20
3427,21
3428,22
3429,23
3430,24
3431,25
3432,26
3433,27
3434,28
3435,29
3436,30
3437,31
3438,32
3439,33
3440,34
3441,35
3442,36
3443,37
3444,38
3445,39
3446,40
3447,41
3448,42
3449,43
3450,44
3451,45
3452,46
3453,47
3454,48
3455,49
3456,50
3457,51
3458,52
3459,53
3460,54
3461,55
3462,56
3463,57
3464,58
3465,59
3466,60
3467,61
3468,62
3469,63
3470,64
3472,65
3473,66
3474,67
3475,68
3476,69
3477,70
3478,71
3479,72
3480,73
3481,74
3482,75
3483,76
3484,77
3485,78
3486,79
3487,80
3488,81
3489,82
3490,83
3491,84
3492,85
3493,86
3494,87
3495,88
3496,89
3497,90
3498,91
3499,92
3500,93
3501,94
3502,95
3503,96
3504,97
3505,98
3506,99
3507,100
3508,101
3509,102
3510,104
3511,105
3512,106
3513,107
3514,108
3515,109
3516,110
3517,111
3518,112
3519,113
3520,114
3521,115
3522,116
3523,117
3524,118
3525,119
3527,120
3528,121
3529,122
3530,123
3531,124
3532,125
3533,126
3534,127
3535,128
3536,129
3537,130
3538,131
3539,132
3540,133
3541,134
3542,135
3543,136
3544,137
3545,138
3546,139
3547,140
3548,141
3549,142
3550,143
3551,144
3552,145
3553,146
3554,147
3555,148
3556,149
3557,150
3558,151
3559,152
3560,153
3561,154
3562,155
3563,156
3564,157
3565,158
3566,161
3567,180
3568,181
