id,group_id,car_id,quantity
434,4,20227,92
435,4,20228,173
436,4,20229,188
437,4,20230,164
438,4,20231,199
439,4,20232,77
440,4,20233,47
441,4,20234,187
442,4,20235,148
443,4,20236,135
444,4,20237,55
445,4,20238,146
446,4,20239,86
447,4,20240,199
448,4,20241,164
449,4,20242,120
450,4,22221,28
451,4,22222,100
452,4,22224,24
453,5,20001,95
454,5,20002,22
455,5,20003,128
456,5,20004,148
457,5,20005,176
458,5,20006,83
459,5,20007,48
460,5,20008,15
461,5,20009,120
462,5,20010,177
463,5,20011,39
464,5,20012,129
465,5,20013,37
466,5,20014,155
467,5,20015,158
468,5,20016,167
469,5,20017,157
470,5,20018,28
471,5,20019,111
472,5,20020,29
473,5,20021,147
474,5,20022,38
475,5,20023,134
476,5,20024,112
477,5,20025,27
478,5,20026,177
479,5,20027,48
480,5,20028,143
481,5,20029,171
482,5,20030,16
483,5,20031,171
484,5,20032,54
485,5,20033,44
486,5,20034,82
487,5,20035,10
488,5,20036,144
489,5,20037,27
490,5,20038,138
491,5,20039,166
492,5,20040,70
493,5,20041,144
494,5,20042,161
495,5,20043,11
496,5,20044,152
497,5,20045,16
498,5,20046,78
499,5,20047,44
500,5,20048,64
501,5,20049,142
502,5,20050,196
503,5,20051,73
504,5,20052,111
505,5,20053,162
506,5,20054,146
507,5,20055,143
508,5,20056,20
509,5,20057,94
510,5,20058,125
511,5,20059,44
512,5,20060,54
513,5,20061,104
514,5,20062,141
515,5,20063,147
516,5,20064,195
517,5,20197,167
518,5,20198,108
519,5,20199,172
520,5,20200,83
521,5,20201,63
522,5,20202,98
523,5,20203,129
524,5,20204,65
525,5,20205,94
526,5,20206,47
527,5,20207,67
528,5,20208,75
529,5,20209,74
530,5,20210,177
531,5,20211,105
532,5,20212,184
533,5,20213,92
534,5,20214,148
535,5,20215,180
536,5,20216,44
537,5,20217,82
538,5,20218,121
539,5,20219,111
540,5,20220,110
541,5,20221,142
542,5,20222,46
543,5,20223,131
544,5,20224,154
545,5,20225,80
546,5,20226,34
547,5,20227,51
548,5,20228,24
549,5,20229,30
550,5,20230,21
551,5,20231,126
552,5,20232,132
553,5,20233,184
554,5,20234,184
555,5,20235,170
556,5,20236,31
557,5,20237,84
558,5,20238,86
559,5,20239,20
560,5,20240,136
561,5,20241,147
562,5,20242,147
563,5,22221,138
564,5,22222,121
565,5,22224,190
